date,precip_mm_day,temp_c,dewpoint_c,radiation_mj_m2_day,wind_ms,runoff_mm_day,quality_flag
2005-01-01,0.0,19.663585279438102,7.043657266106372,13.374492291551677,2.4798378924971614,0.025750526526906344,stub
2005-01-02,0.0,19.633015641631996,7.033049725870532,14.162419416148062,2.7061638938291654,0.010295770774626227,stub
2005-01-03,0.0,18.83207571754734,7.023911986131353,13.043466847919955,2.2824221532910864,0.01589010059750193,stub
2005-01-04,0.0,19.514357411232766,7.0162467508930355,12.870566849472112,2.421016512403801,0.0,stub
2005-01-05,0.0,17.498078753244712,7.010056288422008,13.300614656807607,2.684433712314713,0.0,stub
2005-01-06,0.0,18.642356381871398,7.005342430575712,12.776411109617538,2.524160989551217,0.03317497431388655,stub
2005-01-07,0.0,18.194447769529457,7.002106572260521,12.97196043493474,3.3522442135132615,0.0,stub
2005-01-08,0.0,18.557964195725624,7.000349671018972,14.594340747259,2.45468602150421,0.15241123964901482,stub
2005-01-09,0.0,19.831102297722122,7.000072246746407,14.121844429820577,2.462383796668103,0.0452925708999462,stub
2005-01-10,0.0,19.768575222727545,7.001274381537133,13.431013375258559,2.2793793283135164,0.09447731845065496,stub
2005-01-11,0.0,20.31773346568659,7.003955719660124,13.503122435684093,2.6492438078781895,0.0,stub
2005-01-12,0.0,18.612143391435104,7.0081154676642905,13.525605384165983,2.0223656093115525,0.0,stub
2005-01-13,0.0,17.2988331570821,7.013752394613275,13.229798647413464,2.9867607929725795,0.0,stub
2005-01-14,0.0,19.032639362549183,7.0208648324497025,13.362746814167188,2.309500067364485,0.0,stub
2005-01-15,0.0,18.048970586333077,7.029450676488791,12.299557321902979,2.4035729518944047,0.0,stub
2005-01-16,0.0,18.990250409273674,7.039507386041155,12.729143153456647,2.51606006983385,0.0,stub
2005-01-17,0.0,18.39648719800837,7.0510319851646415,13.997938559183185,2.632019100252071,0.0,stub
2005-01-18,0.0,19.35462481650094,7.064021063544957,12.581196712184989,2.088686676091372,0.0,stub
2005-01-19,0.0,20.87279297704986,7.078470777504835,13.135270946356888,2.3485130119165087,0.0,stub
2005-01-20,0.0,19.152023990235747,7.0943768511414405,12.623268949472305,2.0572076191833277,0.0,stub
2005-01-21,0.0,19.551529705050736,7.11173457759168,13.628602724865525,2.91441284916712,0.02396230726560012,stub
2005-01-22,0.0,18.919749835219484,7.130538820425038,12.474078690937205,2.4383165537601865,0.0028518073755059575,stub
2005-01-23,0.0,18.49395588197598,7.15078401516353,14.078610906805665,2.125147327338353,0.0,stub
2005-01-24,0.0,19.654802504726657,7.172464170928318,13.41921242037155,2.6033968953091167,0.0,stub
2005-01-25,0.0,18.2786355985492,7.195572872212511,12.825203161186138,2.8680325776280937,0.02597256677319906,stub
2005-01-26,0.0,20.09477289225665,7.220103280779617,13.041385907411474,1.9120778087781942,0.02329405996049494,stub
2005-01-27,0.0,17.726265584668244,7.246048137687084,13.991298677361964,2.364657190889887,0.0,stub
2005-01-28,0.0,18.5911390568376,7.27339976543434,12.624115120116553,2.465959286933367,0.0,stub
2005-01-29,0.0,18.580507268734692,7.302150070234689,13.287907793444239,2.6368124667629798,0.027440038595295244,stub
2005-01-30,0.0,19.563945435915656,7.3322905444103945,13.52572200128301,2.7805250312623038,0.0,stub
2005-01-31,0.0,19.844059695284813,7.363812268910231,13.864617392701724,2.529111519863973,0.07837553967745582,stub
