date,precip_mm_day,temp_c,dewpoint_c,radiation_mj_m2_day,wind_ms,runoff_mm_day,quality_flag
2005-01-01,0.3899330131030495,19.942902162655667,6.1486572661063725,13.404993283603813,2.0527853568398906,0.07208010454424153,stub
2005-01-02,0.0,18.530142550910842,6.138049725870532,13.499228650985188,1.7766280065456894,0.026650241135492792,stub
2005-01-03,0.0,19.609177825823416,6.128911986131353,12.926370716490103,2.5246951738939014,0.014516231926398416,stub
2005-01-04,0.0,20.46824608981476,6.121246750893036,14.215717096538583,3.218921108804999,0.0,stub
2005-01-05,0.0,18.117474898684527,6.115056288422007,11.843022795430679,2.4731636538283004,0.009730331527647327,stub
2005-01-06,0.0,19.06827702180169,6.110342430575711,11.82603745337517,2.4313331181413727,0.0,stub
2005-01-07,1.0846649825542147,20.69344665102282,6.107106572260522,12.880608112643172,2.079624368265659,0.10051150522322098,stub
2005-01-08,0.0,19.38616564534649,6.105349671018972,13.672621098539382,2.468643415038045,0.0,stub
2005-01-09,0.0,18.49125222413568,6.105072246746406,11.974165228552565,2.2643446486480743,0.0,stub
2005-01-10,0.0,19.735942543718703,6.106274381537133,13.184421905805028,3.192015160079797,0.015653257657031017,stub
2005-01-11,0.0,17.871717677859138,6.108955719660123,12.80962230478214,2.4771663786160025,0.0,stub
2005-01-12,0.06147256600843709,18.881308908042236,6.11311546766429,13.058259433509217,2.213443028471998,0.04609709307130681,stub
2005-01-13,0.0,19.19186096778026,6.118752394613274,13.070970907342211,2.3129887029956624,0.0,stub
2005-01-14,0.0,19.58225209942805,6.125864832449702,13.232086888725524,2.0236196351075173,0.0,stub
2005-01-15,2.415796548211952,18.208820377382928,6.134450676488791,12.3901162526205,3.1586782032700107,0.18037133641486353,stub
2005-01-16,0.0,20.38448589317853,6.144507386041155,13.361331135213392,2.1377253343493563,0.04859655204202702,stub
2005-01-17,0.0,18.2900401468831,6.156031985164642,12.703875660640003,3.1791804437477484,0.0,stub
2005-01-18,0.0,19.439610578275904,6.169021063544957,14.113435913998298,2.6044862045335577,0.0,stub
2005-01-19,0.0,18.74274426090457,6.183470777504835,13.74843308271627,3.1140890164611954,0.0,stub
2005-01-20,1.4668465808370974,20.100616003693823,6.199376851141441,14.020166371992056,2.6975955745061606,0.03169366222193645,stub
2005-01-21,0.0,21.432827102599415,6.21673457759168,13.237867133410502,2.305145838858607,0.0,stub
2005-01-22,0.0,18.783150487348113,6.235538820425038,13.297018782614353,2.0957771620258563,0.01539396581791213,stub
2005-01-23,0.0,19.31980176938011,6.255784015163529,13.315246333985277,2.887397445540879,0.035537005596009134,stub
2005-01-24,0.0,19.47711923599884,6.277464170928319,13.48825204016608,2.521342286989307,0.04466400256639011,stub
2005-01-25,0.0,20.383618502230775,6.300572872212511,12.601242510131133,2.114934910482282,0.0,stub
2005-01-26,0.0,18.902809263336614,6.325103280779617,13.447996722828737,2.8499906678449354,0.0,stub
2005-01-27,0.0,20.67714272376997,6.3510481376870835,13.123696952881172,2.320738658296061,0.0,stub
2005-01-28,1.466122780649934,18.68560937889439,6.37839976543434,13.993831044554515,2.304301587385703,0.23095312937136633,stub
2005-01-29,0.450306783733587,19.592463088139073,6.407150070234689,13.306935009386946,3.0815246682474298,0.11543500129475523,stub
2005-01-30,0.0,20.543660512475043,6.437290544410395,13.047188202155944,2.5758042288911307,0.0,stub
2005-01-31,0.0,19.806320693650065,6.468812268910231,12.970983347961546,2.8846110386786203,0.0,stub
