date,water_m3_s,water_m3_day
1950-01-01,135.667207,11721646.684800
1950-01-02,135.667207,11721646.684800
1950-01-03,135.667207,11721646.684800
1950-01-04,135.667207,11721646.684800
1950-01-05,135.667207,11721646.684800
1950-01-06,135.667207,11721646.684800
1950-01-07,135.667207,11721646.684800
1950-01-08,135.667207,11721646.684800
1950-01-09,135.667207,11721646.684800
1950-01-10,135.667207,11721646.684800
1950-01-11,135.667207,11721646.684800
1950-01-12,135.667207,11721646.684800
1950-01-13,135.667207,11721646.684800
1950-01-14,135.667207,11721646.684800
1950-01-15,135.667207,11721646.684800
1950-01-16,136.313188,11777459.443200
1950-01-17,137.028297,11839244.860800
1950-01-18,137.810917,11906863.228800
1950-01-19,138.659402,11980172.332800
1950-01-20,139.572074,12059027.193600
1950-01-21,140.547223,12143280.067200
1950-01-22,141.583107,12232780.444800
1950-01-23,142.677949,12327374.793600
1950-01-24,143.829937,12426906.556800
1950-01-25,145.037222,12531215.980800
1950-01-26,146.297919,12640140.201600
1950-01-27,147.610103,12753512.899200
1950-01-28,148.971809,12871164.297600
1950-01-29,150.381031,12992921.078400
1950-01-30,151.835724,13118606.553600
1950-01-31,153.333796,13248039.974400
1950-02-01,154.873114,13381037.049600
1950-02-02,156.451500,13517409.600000
1950-02-03,158.066731,13656965.558400
1950-02-04,159.716534,13799508.537600
1950-02-05,161.398592,13944838.348800
1950-02-06,163.110539,14092750.569600
1950-02-07,164.849960,14243036.544000
1950-02-08,166.614388,14395483.123200
1950-02-09,168.401307,14549872.924800
1950-02-10,170.208149,14705984.073600
1950-02-11,172.032295,14863590.288000
1950-02-12,173.871069,15022460.361600
1950-02-13,175.721746,15182358.854400
1950-02-14,177.581543,15343045.315200
1950-02-15,179.447624,15504274.713600
1950-02-16,181.347522,15668425.900800
1950-02-17,183.310905,15838062.192000
1950-02-18,185.338091,16013211.062400
1950-02-19,187.429396,16193899.814400
1950-02-20,189.585135,16380155.664000
1950-02-21,191.805624,16572005.913600
1950-02-22,194.091183,16769478.211200
1950-02-23,196.442134,16972600.377600
1950-02-24,198.858807,17181400.924800
1950-02-25,201.341538,17395908.883200
1950-02-26,203.890673,17616154.147200
1950-02-27,206.506565,17842167.216000
1950-02-28,209.189579,18073979.625600
1950-03-01,211.940094,18311624.121600
1950-03-02,214.758498,18555134.227200
1950-03-03,217.645197,18804545.020800
1950-03-04,220.600606,19059892.358400
1950-03-05,223.625161,19321213.910400
1950-03-06,226.719309,19588548.297600
1950-03-07,229.883516,19861935.782400
1950-03-08,233.118264,20141418.009600
1950-03-09,236.424052,20427038.092800
1950-03-10,239.801395,20718840.528000
1950-03-11,243.250827,21016871.452800
1950-03-12,246.772900,21321178.560000
1950-03-13,250.368181,21631810.838400
1950-03-14,254.037258,21948819.091200
1950-03-15,257.780732,22272255.244800
1950-03-16,261.712595,22611968.208000
1950-03-17,265.937966,22977040.262400
1950-03-18,270.443949,23366357.193600
1950-03-19,275.217305,23778775.152000
1950-03-20,280.244371,24213113.654400
1950-03-21,285.510981,24668148.758400
1950-03-22,291.002397,25142607.100800
1950-03-23,296.703241,25635160.022400
1950-03-24,302.597439,26144418.729600
1950-03-25,308.668167,26668929.628800
1950-03-26,314.897799,27207169.833600
1950-03-27,321.267871,27757544.054400
1950-03-28,327.759043,28318381.315200
1950-03-29,334.351069,28887932.361600
1950-03-30,341.022769,29464367.241600
1950-03-31,347.752017,30045774.268800
1950-04-01,354.515725,30630158.640000
1950-04-02,361.289836,31215441.830400
1950-04-03,368.049323,31799461.507200
1950-04-04,374.768195,32379972.048000
1950-04-05,381.419507,32954645.404800
1950-04-06,387.975378,33521072.659200
1950-04-07,394.407011,34076765.750400
1950-04-08,400.684723,34619160.067200
1950-04-09,406.777979,35145617.385600
1950-04-10,412.655431,35653429.238400
1950-04-11,418.284965,36139820.976000
1950-04-12,423.633753,36601956.259200
1950-04-13,428.668306,37036941.638400
1950-04-14,433.354546,37441832.774400
1950-04-15,437.657864,37813639.449600
1950-04-16,441.709488,38163699.763200
1950-04-17,445.663965,38505366.576000
1950-04-18,449.521515,38838658.896000
1950-04-19,453.282633,39163619.491200
1950-04-20,456.948115,39480317.136000
1950-04-21,460.519071,39788847.734400
1950-04-22,463.996951,40089336.566400
1950-04-23,467.383560,40381939.584000
1950-04-24,470.681068,40666844.275200
1950-04-25,473.892029,40944271.305600
1950-04-26,477.019387,41214475.036800
1950-04-27,480.066486,41477744.390400
1950-04-28,483.037078,41734403.539200
1950-04-29,485.935326,41984812.166400
1950-04-30,488.765808,42229365.811200
1950-05-01,491.533516,42468495.782400
1950-05-02,494.243857,42702669.244800
1950-05-03,496.902648,42932388.787200
1950-05-04,499.516113,43158192.163200
1950-05-05,502.090873,43380651.427200
1950-05-06,504.633939,43600372.329600
1950-05-07,507.152700,43817993.280000
1950-05-08,509.654910,44034184.224000
1950-05-09,512.148674,44249645.433600
1950-05-10,514.642430,44465105.952000
1950-05-11,517.144928,44681321.779200
1950-05-12,519.665214,44899074.489600
1950-05-13,522.212604,45119168.985600
1950-05-14,524.796656,45342431.078400
1950-05-15,527.427152,45569705.932800
1950-05-16,530.091146,45799875.014400
1950-05-17,532.767165,46031083.056000
1950-05-18,535.452269,46263076.041600
1950-05-19,538.143424,46495591.833600
1950-05-20,540.837509,46728360.777600
1950-05-21,543.531311,46961105.270400
1950-05-22,546.221530,47193540.192000
1950-05-23,548.904780,47425372.992000
1950-05-24,551.577591,47656303.862400
1950-05-25,554.236408,47886025.651200
1950-05-26,556.877597,48114224.380800
1950-05-27,559.497440,48340578.816000
1950-05-28,562.092146,48564761.414400
1950-05-29,564.657843,48786437.635200
1950-05-30,567.190588,49005266.803200
1950-05-31,569.686364,49220901.849600
1950-06-01,572.141083,49432989.571200
1950-06-02,574.550590,49641170.976000
1950-06-03,576.910661,49845081.110400
1950-06-04,579.217011,50044349.750400
1950-06-05,581.465291,50238601.142400
1950-06-06,583.651091,50427454.262400
1950-06-07,585.769945,50610523.248000
1950-06-08,587.817333,50787417.571200
1950-06-09,589.788679,50957741.865600
1950-06-10,591.679360,51121096.704000
1950-06-11,593.484702,51277078.252800
1950-06-12,595.199990,51425279.136000
1950-06-13,596.820462,51565287.916800
1950-06-14,598.341318,51696689.875200
1950-06-15,599.757724,51819067.353600
1950-06-16,600.942479,51921430.185600
1950-06-17,601.777377,51993565.372800
1950-06-18,602.271188,52036230.643200
1950-06-19,602.432957,52050207.484800
1950-06-20,602.272084,52036308.057600
1950-06-21,601.798408,51995382.451200
1950-06-22,601.022273,51928324.387200
1950-06-23,599.954589,51836076.489600
1950-06-24,598.606889,51719635.209600
1950-06-25,596.991367,51580054.108800
1950-06-26,595.120919,51418447.401600
1950-06-27,593.009172,51235992.460800
1950-06-28,590.670497,51033930.940800
1950-06-29,588.120027,50813570.332800
1950-06-30,585.373656,50576283.878400
1950-07-01,582.448035,50323510.224000
1950-07-02,579.360557,50056752.124800
1950-07-03,576.129336,49777574.630400
1950-07-04,572.773176,49487602.406400
1950-07-05,569.311531,49188516.278400
1950-07-06,565.764459,48882049.257600
1950-07-07,562.152567,48569981.788800
1950-07-08,558.496946,48254136.134400
1950-07-09,554.819098,47936370.067200
1950-07-10,551.140856,47618569.958400
1950-07-11,547.484298,47302643.347200
1950-07-12,543.871643,46990509.955200
1950-07-13,540.325152,46684093.132800
1950-07-14,536.867012,46385309.836800
1950-07-15,533.519211,46096059.830400
1950-07-16,530.183817,45807881.788800
1950-07-17,526.757447,45511843.420800
1950-07-18,523.253684,45209118.297600
1950-07-19,519.686111,44900879.990400
1950-07-20,516.068310,44588301.984000
1950-07-21,512.413866,44272558.022400
1950-07-22,508.736362,43954821.676800
1950-07-23,505.049380,43636266.432000
1950-07-24,501.366504,43318065.945600
1950-07-25,497.701317,43001393.788800
1950-07-26,494.067403,42687423.619200
1950-07-27,490.478344,42377328.921600
1950-07-28,486.947724,42072283.353600
1950-07-29,483.489125,41773460.400000
1950-07-30,480.116132,41482033.804800
1950-07-31,476.842327,41199177.052800
1950-08-01,473.681294,40926063.801600
1950-08-02,470.646615,40663867.536000
1950-08-03,467.751874,40413761.913600
1950-08-04,465.010655,40176920.592000
1950-08-05,462.436539,39954516.969600
1950-08-06,460.043112,39747724.876800
1950-08-07,457.843955,39557717.712000
1950-08-08,455.852651,39385669.046400
1950-08-09,454.082785,39232752.624000
1950-08-10,452.547940,39100142.016000
1950-08-11,451.261698,38989010.707200
1950-08-12,450.237642,38900532.268800
1950-08-13,449.489357,38835880.444800
1950-08-14,449.030425,38796228.720000
1950-08-15,448.874429,38782750.665600
1950-08-16,448.909808,38785807.411200
1950-08-17,449.011680,38794609.152000
1950-08-18,449.173420,38808583.488000
1950-08-19,449.388139,38827135.209600
