date,water_m3_s,water_m3_day
1950-01-01,0.006418,554.515200
1950-01-02,0.006418,554.515200
1950-01-03,0.006418,554.515200
1950-01-04,0.006418,554.515200
1950-01-05,0.006418,554.515200
1950-01-06,0.006418,554.515200
1950-01-07,0.006418,554.515200
1950-01-08,0.006418,554.515200
1950-01-09,0.006418,554.515200
1950-01-10,0.006418,554.515200
1950-01-11,0.006418,554.515200
1950-01-12,0.006418,554.515200
1950-01-13,0.006418,554.515200
1950-01-14,0.006418,554.515200
1950-01-15,0.006418,554.515200
1950-01-16,0.006465,558.576000
1950-01-17,0.006512,562.636800
1950-01-18,0.006557,566.524800
1950-01-19,0.006601,570.326400
1950-01-20,0.006645,574.128000
1950-01-21,0.006687,577.756800
1950-01-22,0.006728,581.299200
1950-01-23,0.006767,584.668800
1950-01-24,0.006806,588.038400
1950-01-25,0.006843,591.235200
1950-01-26,0.006878,594.259200
1950-01-27,0.006913,597.283200
1950-01-28,0.006945,600.048000
1950-01-29,0.006977,602.812800
1950-01-30,0.007007,605.404800
1950-01-31,0.007035,607.824000
1950-02-01,0.007062,610.156800
1950-02-02,0.007087,612.316800
1950-02-03,0.007111,614.390400
1950-02-04,0.007133,616.291200
1950-02-05,0.007153,618.019200
1950-02-06,0.007172,619.660800
1950-02-07,0.007188,621.043200
1950-02-08,0.007203,622.339200
1950-02-09,0.007216,623.462400
1950-02-10,0.007227,624.412800
1950-02-11,0.007236,625.190400
1950-02-12,0.007244,625.881600
1950-02-13,0.007249,626.313600
1950-02-14,0.007252,626.572800
1950-02-15,0.007253,626.659200
1950-02-16,0.007251,626.486400
1950-02-17,0.007247,626.140800
1950-02-18,0.007239,625.449600
1950-02-19,0.007229,624.585600
1950-02-20,0.007216,623.462400
1950-02-21,0.007201,622.166400
1950-02-22,0.007184,620.697600
1950-02-23,0.007164,618.969600
1950-02-24,0.007143,617.155200
1950-02-25,0.007121,615.254400
1950-02-26,0.007097,613.180800
1950-02-27,0.007072,611.020800
1950-02-28,0.007045,608.688000
1950-03-01,0.007018,606.355200
1950-03-02,0.006991,604.022400
1950-03-03,0.006963,601.603200
