date,precip_mm_day,temp_c,dewpoint_c,radiation_mj_m2_day,wind_ms,runoff_mm_day,quality_flag
2005-01-01,0.0,19.675016094006715,7.043657266106372,11.938032836340547,2.093275029551191,0.0,stub
2005-01-02,0.0,17.457347604100576,7.033049725870532,13.014621935784584,2.720420708345004,0.0,stub
2005-01-03,0.0,18.158939360076555,7.023911986131353,13.685289241533416,1.9953805389908101,0.023721023780137313,stub
2005-01-04,0.0,19.551572310747634,7.0162467508930355,12.944271919729426,2.723149159116899,0.0,stub
2005-01-05,0.0,19.492853180327494,7.010056288422008,13.368467227719188,2.7500494079491293,0.0,stub
2005-01-06,0.0,18.249826650550975,7.005342430575712,13.240719042977176,2.7466368567759885,0.0,stub
2005-01-07,0.0,17.858568210769146,7.002106572260521,13.251762523977128,2.502770866326116,0.012201927760093781,stub
2005-01-08,0.0,21.002563111299953,7.000349671018972,11.516374810059585,2.353207322008385,0.025405717633195487,stub
2005-01-09,0.0,18.43762343494131,7.000072246746407,13.458962402229071,2.3529305532638993,0.036986581694102565,stub
2005-01-10,0.0,20.235287878509393,7.001274381537133,12.999535380256964,2.621472944755459,0.022044441308553438,stub
2005-01-11,0.0,19.300715160989082,7.003955719660124,13.65906125758909,2.9322006552086526,0.0,stub
2005-01-12,0.0,18.54435489653959,7.0081154676642905,14.349636409361995,2.6622691181920244,0.06350961630133038,stub
2005-01-13,0.0,18.409773375013213,7.013752394613275,13.32354693528086,2.5585011790256074,0.040084576782729704,stub
2005-01-14,0.0,17.61794530525851,7.0208648324497025,11.758594244006595,1.80293134106125,0.0954509303776204,stub
2005-01-15,0.0,18.559808983419963,7.029450676488791,12.655887655939786,2.2040092343310955,0.06950895564053884,stub
2005-01-16,0.0,18.79987913017607,7.039507386041155,13.82400764371185,2.4655621681818225,0.0,stub
2005-01-17,0.0,19.194503063340264,7.0510319851646415,13.204383722335521,2.4958607607694243,0.0,stub
2005-01-18,0.0,19.868816917551825,7.064021063544957,13.430012277055546,2.2817506349665733,0.0,stub
2005-01-19,0.0,18.74520715188087,7.078470777504835,12.19686236641971,2.622514963900057,0.0,stub
2005-01-20,0.0,18.00904426329007,7.0943768511414405,13.085497267696045,2.8317541294060002,0.0,stub
2005-01-21,0.0,17.659112497992112,7.11173457759168,12.296525892968669,1.515965621484805,0.034243206300868266,stub
2005-01-22,0.0,19.30287811085464,7.130538820425038,13.153971456691146,2.2420337527050047,0.0,stub
2005-01-23,0.0,17.90439525585366,7.15078401516353,13.785406750876268,2.3638901184501924,0.0,stub
2005-01-24,0.0,19.163236148647474,7.172464170928318,12.317267272934718,2.858201894568519,0.0,stub
2005-01-25,0.0,19.328321990836244,7.195572872212511,14.363165077342659,2.6990080668508445,0.0,stub
2005-01-26,0.0,17.762729420871437,7.220103280779617,12.111912989660667,3.2403306516692183,0.0,stub
2005-01-27,0.0,19.647664599293098,7.246048137687084,13.432389769136115,2.426373981889833,0.0,stub
2005-01-28,0.0,18.673135146936563,7.27339976543434,13.659092861020264,1.894123695715232,0.06032782170675857,stub
2005-01-29,0.0,18.670400002273613,7.302150070234689,11.995577128280756,2.9000686467293666,0.05486169219335451,stub
2005-01-30,0.0,20.79202498840998,7.3322905444103945,14.1258927335797,1.707983294027136,0.08444399114005004,stub
2005-01-31,0.0,21.001941634555045,7.363812268910231,13.692624898600961,2.406898068540817,0.0,stub
