date,precip_mm_day,temp_c,dewpoint_c,radiation_mj_m2_day,wind_ms,runoff_mm_day,quality_flag
2005-01-01,0.0,17.276961319376284,6.668657266106372,11.89875390123085,2.71591780310134,0.04187546869018674,stub
2005-01-02,0.0,19.739761646198392,6.658049725870532,13.545560265199091,2.664908982282628,0.0,stub
2005-01-03,0.0,19.372622282078183,6.648911986131353,13.50986610704707,2.689952877684213,0.0,stub
2005-01-04,0.0,18.807213774058713,6.6412467508930355,11.548362374767768,1.8919184697767877,0.0,stub
2005-01-05,0.0,18.842023271563935,6.635056288422008,13.730796716346704,2.38434918352197,0.020173261914827684,stub
2005-01-06,0.671329379385856,20.529784692413894,6.630342430575712,12.806446658954108,2.1184735996846498,0.08211857566828384,stub
2005-01-07,0.08480032853715613,18.76173738503382,6.627106572260521,13.785228937746874,2.8943176982180923,0.12936355088795434,stub
2005-01-08,0.0,19.29373425825391,6.625349671018972,14.264972634722618,2.7014937863189505,0.0,stub
2005-01-09,0.0,19.263983813161587,6.625072246746407,12.912670614603794,3.203683674062665,0.0,stub
2005-01-10,0.0,20.3946706748078,6.626274381537133,13.570847162088333,3.1304780439154323,0.0,stub
2005-01-11,0.0,19.565736268309337,6.628955719660124,13.154986063503049,2.3979943391812797,0.0,stub
2005-01-12,0.0,19.928658767275437,6.6331154676642905,13.425237266470676,2.6323690316980017,0.029778500973319806,stub
2005-01-13,0.9806544973770722,20.2166474718496,6.638752394613275,12.109881752267176,2.3952275772790736,0.1478946381844596,stub
2005-01-14,0.0,19.749945509883556,6.6458648324497025,12.411660208356794,2.7983900196591818,0.04263198027692327,stub
2005-01-15,0.24471750882925603,19.58795741333697,6.654450676488791,13.317985466670004,2.576034812798038,0.017800682833591097,stub
2005-01-16,0.0,18.89743540441183,6.664507386041155,12.43873605652581,2.4218254204401473,0.0,stub
2005-01-17,0.0,17.67839121115215,6.6760319851646415,13.337231502984245,2.488609236220529,0.06042246821140354,stub
2005-01-18,0.0,18.412811135280695,6.689021063544957,12.513036356165896,1.7800506814205264,0.0,stub
2005-01-19,0.038924322140559076,18.88017073724294,6.703470777504835,13.120517472204634,2.9200935193971844,0.00028938798014288385,stub
2005-01-20,0.0,18.05377066423189,6.7193768511414405,10.970613082939135,2.5679910957859167,0.0,stub
2005-01-21,0.1781707759409863,19.58027639950617,6.73673457759168,13.121521478860515,1.9480190931795518,0.0,stub
2005-01-22,0.0,18.47769620869709,6.755538820425038,12.250694582392224,2.5386253773928313,0.0,stub
2005-01-23,0.0,19.75194331310712,6.77578401516353,13.033983191851382,2.6265929491830717,0.007121707739302098,stub
2005-01-24,0.0,21.71904038114913,6.797464170928318,12.966947495766025,1.9839868567893946,0.0,stub
2005-01-25,0.0,19.213352758922916,6.820572872212511,13.573835322332423,2.2911517777251995,0.006136128509323633,stub
2005-01-26,0.23549335696846097,18.786340505743006,6.845103280779617,12.237419559870563,2.5130142272977385,0.02061851515187897,stub
2005-01-27,0.0,20.080692914777124,6.871048137687084,12.031948365898195,2.382871920501707,0.0,stub
2005-01-28,0.0,19.3273744295873,6.89839976543434,13.263886316239843,2.806869312053549,0.0,stub
2005-01-29,0.0,19.811288014167562,6.927150070234689,14.781058503585232,2.3196146616402955,0.03555822661982998,stub
2005-01-30,0.0,18.723256196261946,6.9572905444103945,14.217250713496112,1.94456772265174,0.020472569440155176,stub
2005-01-31,0.0,18.42220508232363,6.988812268910231,13.760536907338613,2.197966833986311,0.0,stub
