date,precip_mm_day,temp_c,dewpoint_c,radiation_mj_m2_day,wind_ms,runoff_mm_day,quality_flag
2005-01-01,0.23063895243525245,20.707317671557103,4.543657266106372,13.720628678396192,2.5778125680668533,0.0,stub
2005-01-02,0.16876396687208084,19.63551717727486,4.533049725870532,12.027704630837745,2.0712518563252136,0.06310091275031743,stub
2005-01-03,1.3668322714217565,21.346371639449536,4.523911986131353,13.367733859297969,1.9539386474481018,0.12887542151028897,stub
2005-01-04,0.0,20.52810765850898,4.5162467508930355,13.285866232960428,2.504199954837189,0.018249166493339516,stub
2005-01-05,0.0,19.934611887822935,4.510056288422008,12.697037747613889,3.229325237325031,0.08434241005970972,stub
2005-01-06,0.41987028294637296,20.73969066844066,4.505342430575712,13.952753030188314,2.3692979037276922,0.05654468777323764,stub
2005-01-07,0.0,19.677578454911913,4.502106572260521,11.718695034290636,1.5786875170153465,0.0,stub
2005-01-08,0.0,18.523306164863577,4.500349671018972,12.508246443042708,2.661130689518237,0.0,stub
2005-01-09,0.7267256758481007,20.495445515460833,4.500072246746407,12.491776813958888,2.1668352712322143,0.049282185122959454,stub
2005-01-10,0.0,18.471663373207555,4.501274381537133,12.338765615462123,2.2968656575472517,0.0,stub
2005-01-11,0.0,20.715441999466957,4.503955719660124,13.92108801315313,2.704133406386899,0.011129351575402487,stub
2005-01-12,0.4924078565180693,19.756151493922882,4.5081154676642905,13.295066212383247,3.2799042929008646,0.061695977125621096,stub
2005-01-13,0.5042237383021686,20.605297060452358,4.513752394613275,12.056875265936695,2.6805076936209122,0.07478150892945296,stub
2005-01-14,0.0,20.93364231222239,4.5208648324497025,12.61691748191631,1.3372942267567272,0.12330695585737944,stub
2005-01-15,0.09536810261189566,19.7032595968377,4.529450676488791,14.529398961191893,2.3402869078083923,0.0,stub
2005-01-16,0.0,19.614438238870978,4.539507386041155,12.785616233412513,2.408328581227999,0.0,stub
2005-01-17,0.0,21.905105583626238,4.5510319851646415,12.22002850749906,2.4959382759025543,0.0,stub
2005-01-18,0.0,19.84237407475324,4.564021063544957,12.340624968732435,2.7634943965566587,0.012035858860270147,stub
2005-01-19,0.0,19.485022355643416,4.578470777504835,13.533684818092617,2.1383738049719354,0.0,stub
2005-01-20,2.326787526122481,21.065239117784287,4.5943768511414405,13.32075915785568,2.2326353620398596,0.20477206610245252,stub
2005-01-21,0.0,19.93919958633781,4.61173457759168,13.76411432751308,2.113585460382808,0.00043259593417029133,stub
2005-01-22,0.0,20.581791645064044,4.630538820425038,12.562707311692483,2.998085602547018,0.0,stub
2005-01-23,0.0,19.567022583604405,4.65078401516353,12.923605674650586,2.407087601262744,0.0,stub
2005-01-24,0.0,18.42984942530263,4.672464170928318,13.878725420635883,2.716698341976285,0.03019391330245971,stub
2005-01-25,0.0,20.451942797413068,4.695572872212511,13.759721001459424,2.4352493435527873,0.04454741783661009,stub
2005-01-26,0.0,19.474032601472608,4.720103280779617,11.991738329781763,2.6312237288752596,0.0,stub
2005-01-27,0.0,19.902182694444146,4.746048137687084,14.078360758901864,2.0826440515595253,0.014635621429235647,stub
2005-01-28,0.0,20.926342355530174,4.77339976543434,12.822222866232853,2.5069215417639934,0.07144923424068193,stub
2005-01-29,0.0,20.0309930204122,4.802150070234689,14.071291351281555,2.4353449431782677,0.0,stub
2005-01-30,0.15571906590496631,21.076475939066903,4.8322905444103945,15.131698982075342,1.9126024006070037,0.0,stub
2005-01-31,0.0,19.57770748888218,4.863812268910231,14.480090582852158,2.229078675377294,0.04235180274704912,stub
